"","Timestamp","Temp","pH","Rainfall"
"120",2019-08-14 18:45:00,24.387,5.04,0
"121",2019-08-14 19:00:00,24.404,5.03,0
"122",2019-08-14 19:15:00,24.418,5.04,0
"123",2019-08-14 19:30:00,24.432,5.05,0
"124",2019-08-14 19:45:00,24.443,5.06,0
"125",2019-08-14 20:00:00,24.452,5.06,0
"126",2019-08-14 20:15:00,24.457,5.07,0
"127",2019-08-14 20:30:00,24.461,5.08,0
"128",2019-08-14 20:45:00,24.457,5.07,0
"129",2019-08-14 21:00:00,24.456,5.1,0
"130",2019-08-14 21:15:00,24.45,5.11,0
"131",2019-08-14 21:30:00,24.443,5.11,0
"132",2019-08-14 21:45:00,24.434,5.12,0
"133",2019-08-14 22:00:00,24.424,5.11,0
"134",2019-08-14 22:15:00,24.414,5.13,0
"135",2019-08-14 22:30:00,24.404,5.13,0
"136",2019-08-14 22:45:00,24.392,5.14,0
"137",2019-08-14 23:00:00,24.383,5.14,0
"138",2019-08-14 23:15:00,24.378,5.14,0
"139",2019-08-14 23:30:00,24.368,5.14,0
"140",2019-08-14 23:45:00,24.357,5.15,0
"141",2019-08-15 00:00:00,24.346,5.15,0
"142",2019-08-15 00:15:00,24.333,5.13,0
"143",2019-08-15 00:30:00,24.322,5.13,0
"144",2019-08-15 00:45:00,24.305,5.15,0
"145",2019-08-15 01:00:00,24.291,5.14,0
"146",2019-08-15 01:15:00,24.273,5.16,0
"147",2019-08-15 01:30:00,24.256,5.16,0
"148",2019-08-15 01:45:00,24.244,5.15,0
"149",2019-08-15 02:00:00,24.232,5.15,0
"150",2019-08-15 02:15:00,24.219,5.16,0
"151",2019-08-15 02:30:00,24.204,5.16,0
"152",2019-08-15 02:45:00,24.19,5.15,0
"153",2019-08-15 03:00:00,24.182,5.18,0
"154",2019-08-15 03:15:00,24.176,5.18,0
"155",2019-08-15 03:30:00,24.169,5.17,0
"156",2019-08-15 03:45:00,24.165,5.17,0
"157",2019-08-15 04:00:00,24.156,5.17,0
"158",2019-08-15 04:15:00,24.144,5.19,0
"159",2019-08-15 04:30:00,24.131,5.2,0
"160",2019-08-15 04:45:00,24.112,5.19,0
"161",2019-08-15 05:00:00,24.094,5.19,0
"162",2019-08-15 05:15:00,24.081,5.2,0
"163",2019-08-15 05:30:00,24.069,5.21,0
"164",2019-08-15 05:45:00,24.057,5.2,0
"165",2019-08-15 06:00:00,24.045,5.19,0
"166",2019-08-15 06:15:00,24.03,5.22,0
"167",2019-08-15 06:30:00,24.016,5.23,0
"168",2019-08-15 06:45:00,24,5.22,0
"169",2019-08-15 07:00:00,23.983,5.22,0
"170",2019-08-15 07:15:00,23.97,5.21,0
"171",2019-08-15 07:30:00,23.959,5.23,0
"172",2019-08-15 07:45:00,23.95,5.22,0.254
"173",2019-08-15 08:00:00,23.945,5.22,0.254
"174",2019-08-15 08:15:00,23.941,5.23,0.762
"175",2019-08-15 08:30:00,23.931,5.24,3.556
"176",2019-08-15 08:45:00,23.927,5.23,2.286
"177",2019-08-15 09:00:00,23.927,5.23,6.096
"178",2019-08-15 09:15:00,23.923,5.24,4.826
"179",2019-08-15 09:30:00,23.92,5.24,1.778
"180",2019-08-15 09:45:00,23.919,5.25,1.016
"181",2019-08-15 10:00:00,23.916,5.23,0.762
"182",2019-08-15 10:15:00,23.918,5.24,0.254
"183",2019-08-15 10:30:00,23.921,5.25,0
"184",2019-08-15 10:45:00,23.925,5.25,0.254
"185",2019-08-15 11:00:00,23.928,5.25,0.254
"186",2019-08-15 11:15:00,23.932,5.25,0.254
"187",2019-08-15 11:30:00,23.939,5.25,0.254
"188",2019-08-15 11:45:00,23.943,5.25,0.254
"189",2019-08-15 12:00:00,23.946,5.25,0.254
"190",2019-08-15 12:15:00,23.95,5.25,0
"191",2019-08-15 12:30:00,23.934,5.22,0
"192",2019-08-15 12:45:00,23.903,5.2,0
"193",2019-08-15 13:00:00,23.725,5.08,0
"194",2019-08-15 13:15:00,23.561,4.94,0
"195",2019-08-15 13:30:00,23.565,4.97,0
"196",2019-08-15 13:45:00,23.63,4.9,0
"197",2019-08-15 14:00:00,23.688,4.99,0
"198",2019-08-15 14:15:00,23.742,5,0
"199",2019-08-15 14:30:00,23.791,5.06,0
"200",2019-08-15 14:45:00,23.836,5.09,0
"201",2019-08-15 15:00:00,23.876,5.12,0
"202",2019-08-15 15:15:00,23.915,5.12,0
"203",2019-08-15 15:30:00,23.954,5.14,0
"204",2019-08-15 15:45:00,23.989,5.16,0
"205",2019-08-15 16:00:00,24.021,5.17,0
"206",2019-08-15 16:15:00,24.061,5.17,0
"207",2019-08-15 16:30:00,24.095,5.17,0
"208",2019-08-15 16:45:00,24.127,5.18,0
"209",2019-08-15 17:00:00,24.168,5.18,0
"210",2019-08-15 17:15:00,24.204,5.18,0
"211",2019-08-15 17:30:00,24.245,5.19,0
"212",2019-08-15 17:45:00,24.288,5.19,0
"213",2019-08-15 18:00:00,24.344,5.2,0
"214",2019-08-15 18:15:00,24.376,5.19,0
"215",2019-08-15 18:30:00,24.391,5.19,0
"216",2019-08-15 18:45:00,24.399,5.18,0
"217",2019-08-15 19:00:00,24.403,5.19,0
"218",2019-08-15 19:15:00,24.408,5.19,0
"219",2019-08-15 19:30:00,24.417,5.2,0
"220",2019-08-15 19:45:00,24.428,5.21,0
"221",2019-08-15 20:00:00,24.437,5.21,0
"222",2019-08-15 20:15:00,24.443,5.21,0
"223",2019-08-15 20:30:00,24.447,5.2,0
"224",2019-08-15 20:45:00,24.447,5.21,0
"225",2019-08-15 21:00:00,24.446,5.2,0
"226",2019-08-15 21:15:00,24.443,5.21,0
"227",2019-08-15 21:30:00,24.441,5.21,0
"228",2019-08-15 21:45:00,24.438,5.21,0
"229",2019-08-15 22:00:00,24.433,5.21,0
"230",2019-08-15 22:15:00,24.426,5.23,0
"231",2019-08-15 22:30:00,24.421,5.22,0
"232",2019-08-15 22:45:00,24.413,5.23,0
"233",2019-08-15 23:00:00,24.404,5.22,0
"234",2019-08-15 23:15:00,24.395,5.22,0
"235",2019-08-15 23:30:00,24.39,5.22,0
"236",2019-08-15 23:45:00,24.387,5.22,0
"237",2019-08-16 00:00:00,24.384,5.22,0
"238",2019-08-16 00:15:00,24.383,5.22,0
"239",2019-08-16 00:30:00,24.383,5.22,0
"240",2019-08-16 00:45:00,24.384,5.22,0
"241",2019-08-16 01:00:00,24.384,5.23,0.508
"242",2019-08-16 01:15:00,24.382,5.23,0
"243",2019-08-16 01:30:00,24.377,5.23,0
"244",2019-08-16 01:45:00,24.372,5.23,0
"245",2019-08-16 02:00:00,24.366,5.23,0
"246",2019-08-16 02:15:00,24.364,5.23,0
"247",2019-08-16 02:30:00,24.362,5.23,0
"248",2019-08-16 02:45:00,24.361,5.24,0.254
"249",2019-08-16 03:00:00,24.36,5.23,0
"250",2019-08-16 03:15:00,24.359,5.24,0
"251",2019-08-16 03:30:00,24.359,5.24,0.508
"252",2019-08-16 03:45:00,24.358,5.24,0.508
"253",2019-08-16 04:00:00,24.353,5.25,0.762
"254",2019-08-16 04:15:00,24.346,5.24,0.508
"255",2019-08-16 04:30:00,24.337,5.25,0.508
"256",2019-08-16 04:45:00,24.328,5.25,0.254
"257",2019-08-16 05:00:00,24.313,5.25,0.254
"258",2019-08-16 05:15:00,24.3,5.25,0.508
"259",2019-08-16 05:30:00,24.285,5.25,0
"260",2019-08-16 05:45:00,24.272,5.25,0.254
"261",2019-08-16 06:00:00,24.261,5.25,0
"262",2019-08-16 06:15:00,24.248,5.25,0
"263",2019-08-16 06:30:00,24.237,5.26,0
"264",2019-08-16 06:45:00,24.226,5.26,0.254
"265",2019-08-16 07:00:00,24.213,5.27,0.254
"266",2019-08-16 07:15:00,24.2,5.26,0.254
"267",2019-08-16 07:30:00,24.188,5.26,0
"268",2019-08-16 07:45:00,24.174,5.26,0.254
"269",2019-08-16 08:00:00,24.16,5.27,0
"270",2019-08-16 08:15:00,24.142,5.26,0
"271",2019-08-16 08:30:00,24.132,5.25,0
"272",2019-08-16 08:45:00,24.123,5.26,0
"273",2019-08-16 09:00:00,24.11,5.26,0
"274",2019-08-16 09:15:00,24.098,5.26,0
"275",2019-08-16 09:30:00,24.087,5.26,0
"276",2019-08-16 09:45:00,24.077,5.26,0
"277",2019-08-16 10:00:00,24.068,5.26,0
"278",2019-08-16 10:15:00,24.063,5.26,0
"279",2019-08-16 10:30:00,24.059,5.26,0
"280",2019-08-16 10:45:00,24.058,5.26,0
"281",2019-08-16 11:00:00,24.059,5.25,0
"282",2019-08-16 11:15:00,24.064,5.26,0
"283",2019-08-16 11:30:00,24.075,5.26,0
"284",2019-08-16 11:45:00,24.089,5.26,0
"285",2019-08-16 12:00:00,24.105,5.26,0
"286",2019-08-16 12:15:00,24.124,5.26,0
"287",2019-08-16 12:30:00,24.146,5.26,0
"288",2019-08-16 12:45:00,24.17,5.26,0
"289",2019-08-16 13:00:00,24.194,5.26,0
"290",2019-08-16 13:15:00,24.22,5.27,0
"291",2019-08-16 13:30:00,24.248,5.29,0
"292",2019-08-16 13:45:00,24.279,5.26,0
"293",2019-08-16 14:00:00,24.309,5.25,0
"294",2019-08-16 14:15:00,24.341,5.25,0
"295",2019-08-16 14:30:00,24.37,5.25,0
"296",2019-08-16 14:45:00,24.398,5.25,0
"297",2019-08-16 15:00:00,24.426,5.26,0
"298",2019-08-16 15:15:00,24.444,5.27,0
"299",2019-08-16 15:30:00,24.463,5.28,0
"300",2019-08-16 15:45:00,24.477,5.29,0
"301",2019-08-16 16:00:00,24.497,5.29,0
"302",2019-08-16 16:15:00,24.516,5.29,0
"303",2019-08-16 16:30:00,24.552,5.29,0
"304",2019-08-16 16:45:00,24.6,5.3,0
"305",2019-08-16 17:00:00,24.629,5.3,0
"306",2019-08-16 17:15:00,24.643,5.31,0
"307",2019-08-16 17:30:00,24.664,5.31,0
"308",2019-08-16 17:45:00,24.684,5.31,0
"309",2019-08-16 18:00:00,24.692,5.31,0
"310",2019-08-16 18:15:00,24.692,5.31,0
"311",2019-08-16 18:30:00,24.679,5.3,0
"312",2019-08-16 18:45:00,24.668,5.3,0
"313",2019-08-16 19:00:00,24.657,5.3,0
"314",2019-08-16 19:15:00,24.649,5.3,0
"315",2019-08-16 19:30:00,24.644,5.3,0
"316",2019-08-16 19:45:00,24.641,5.3,0
"317",2019-08-16 20:00:00,24.638,5.29,0
"318",2019-08-16 20:15:00,24.636,5.28,0
"319",2019-08-16 20:30:00,24.635,5.29,0
"320",2019-08-16 20:45:00,24.629,5.3,0
"321",2019-08-16 21:00:00,24.623,5.28,0
"322",2019-08-16 21:15:00,24.618,5.28,0
"323",2019-08-16 21:30:00,24.614,5.28,0
"324",2019-08-16 21:45:00,24.609,5.27,0
"325",2019-08-16 22:00:00,24.605,5.26,0
"326",2019-08-16 22:15:00,24.6,5.27,0
"327",2019-08-16 22:30:00,24.594,5.29,0
"328",2019-08-16 22:45:00,24.588,5.29,0
"329",2019-08-16 23:00:00,24.583,5.29,0
"330",2019-08-16 23:15:00,24.581,5.28,0
"331",2019-08-16 23:30:00,24.576,5.29,0
"332",2019-08-16 23:45:00,24.571,5.3,0
"333",2019-08-17 00:00:00,24.567,5.29,0
"334",2019-08-17 00:15:00,24.561,5.3,0
"335",2019-08-17 00:30:00,24.556,5.3,0
"336",2019-08-17 00:45:00,24.551,5.29,0
"337",2019-08-17 01:00:00,24.546,5.3,0
"338",2019-08-17 01:15:00,24.539,5.31,0
"339",2019-08-17 01:30:00,24.532,5.3,0
"340",2019-08-17 01:45:00,24.522,5.29,0
"341",2019-08-17 02:00:00,24.511,5.29,0
"342",2019-08-17 02:15:00,24.5,5.29,0
"343",2019-08-17 02:30:00,24.488,5.32,0
"344",2019-08-17 02:45:00,24.478,5.33,0
"345",2019-08-17 03:00:00,24.468,5.33,0
"346",2019-08-17 03:15:00,24.458,5.33,0
